Company_Name,Code_Name,Subsector,MR_Quarter,Fin_Yr_End,Iss_Share,Mar_Cap,St_Ind,Sales,Assets,Liability,Equity,Cash_Flow,Op_Profit,Net_Profit,DPS,EPS,RPS,BVPS,CFPS,CEPS,NAVS,Div_Yield,PER,PSR,PBVR,PCFR,DPR,GPM,OPM,NPM,EBITM,ROE,ROA,DER,CR,QR,CRR
"Reliance Sekuritas Indonesia T",RELI,"Securities Company",31/03/2020," December",1.8,561.6,144,-1.19,563.9,114.03,449.87,0.44987,-8.86,-3.56,0,-8,-3,250,-112,64,250,0,-39,-118.16,1.25,-2.79,0,0,7.4553,2.9941,6.874,-0.0316,-0.0252,0.2535,1.0272,0,3.4273
"Bank Woori Saudara Indonesia 1",SDRA,Bank,31/03/2020," December",6.58,4970,805.8,695.43,38260,31320,6940,6.94,172.7,132.01,13,80,423,1055,-1768,328,1055,0.0172,9.44,1.79,0.72,-0.43,0.1625,0,0.2483,0.1898,0,0.076,0.0138,4.5132,0.0995,1.6413,1.6413
"Sinarmas Multiartha Tbk.",SMMA,"Others - Finance",31/03/2020," December",6.37,111430,1304.5,61.51,98600,78120,18350,18.35,-936.7,358.61,0,225,39,2881,1857,537,3215,0,77.78,452.92,6.07,9.43,0,-0.0097,-15.2287,5.8301,-137.092,0.0781,0.0145,4.2582,0.0865,0,2.2004
"Tifa Finance Tbk.",TIFA,"Financial Institution",31/03/2020," December",1.08,289.36,134,41.8,1190,813.03,377.38,0.37738,31.16,6.67,7,25,155,350,276,36,350,0.0261,10.72,1.73,0.77,0.97,0.28,0,0.7455,0.1595,-0.2424,0.0706,0.0224,2.1544,0.059,0,1.4802
"Trimegah Sekuritas Indonesia T",TRIM,"Securities Company",31/03/2020," December",7.11,831.79,117.9,95.43,3160,2310,855.69,0.85569,85.45,1.13,0,1,54,120,130,68,120,0,117,2.18,0.98,0.9,0,0,0.8954,0.0118,-0.1779,0.0052,0.0014,2.6938,0.2613,0,1.6419
"Trust Finance Indonesia Tbk",TRUS,"Financial Institution",31/03/2020," December",0.8,267.2,392.9,12.51,317.3,28.25,289.05,0.28905,7.92,4.62,0,23,63,361,-80,18,361,0,14.52,5.34,0.93,-4.16,0,0,0.6332,0.3694,0.5066,0.0639,0.0582,0.0977,0.7411,0,15.5964
"Asuransi Tugu Pratama Indonesi",TUGU,Insurance,31/03/2020," December",1.78,4820,2710,659.49,23040,14450,7930,7.93,156.22,153.99,77.4054,346,1484,4461,-47,183,4829,0.0286,7.83,1.83,0.61,-57.87,0.2237,0,0.2368,0.2335,0.3435,0.0776,0.0267,1.8224,0.0232,0,1.2546
"Victoria Investama Tbk.",VICO,"Others - Finance",31/03/2020," December",9.15,722.86,63.2,281.79,27700,24560,1920,1.92,58.07,-4.07,0,-2,123,210,-346,222,344,0,-39.5,0.64,0.38,-0.23,0,0.2061,0.206,-0.0144,-0.0111,-0.0084,-0.0005,12.7943,0.0892,0,1.1228
"Victoria Insurance Tbk.",VINS,Insurance,31/03/2020," December",1.46,179.18,117.1,8.5,254.97,77.95,177.03,0.17703,0.50415,1.34,9.5,4,23,122,-11,16,122,0.0772,30.75,5.27,1.01,-10.88,2.375,0,0.0592,0.1574,0.1575,0.0302,0.021,0.4403,0.306,0,3.3209
"Verena Multi Finance Tbk.",VRNA,"Financial Institution",31/03/2020," December",5.69,671.11,119,65.46,2930,2290,636.62,0.63662,39.22,17.07,0,12,46,112,-167,24,112,0,9.83,2.56,1.05,-0.71,0,0,0.5991,0.2607,-0.2044,0.1072,0.0233,3.5987,0.082,0,1.6913
"Wahana Ottomitra Multiartha Tb",WOMF,"Financial Institution",31/03/2020," December",3.48,710.22,31.4,512.98,8170,6980,1190,1.19,261.11,44.21,22.4,51,589,340,225,269,340,0.1098,4,0.35,0.6,0.9,0.4392,0,0.5089,0.0861,-0.1822,0.1492,0.0216,5.891,0.3822,0,3.2054
"Yulie Sekuritas Indonesia Tbk.",YULE,"Securities Company",31/03/2020," December",1.79,289.17,76.8,-63.75,313.74,3.65,310.09,0.31009,-66.53,-64.91,0,-145,-143,174,-6,26,174,0,-1.12,-1.13,0.93,-24.94,0,0,1.0435,1.0182,1.0435,-0.8373,-0.8276,0.0118,13.4719,0,85.1894
