Company_Name,Code_Name,Subsector,MR_Quarter,Fin_Yr_End,Iss_Share,Mar_Cap,St_Ind,Sales,Assets,Liability,Equity,Cash_Flow,Op_Profit,Net_Profit,DPS,EPS,RPS,BVPS,CFPS,CEPS,NAVS,Div_Yield,PER,PSR,PBVR,PCFR,DPR,GPM,OPM,NPM,EBITM,ROE,ROA,DER,CR,QR,CRR
"Bayu Buana Tbk",BAYU,"Tourism, Restaurant And Hotel",31/03/2020," December",0.35322,370.88,129.5,358.74,754.26,314.16,436.06,24.19,-2.48,2.54,0,29,4063,1235,274,1226,1246,0,36.21,0.26,0.85,3.83,0,0.0665,-0.0069,0.007,0.0076,0.0233,0.0134,0.7204,1.5294,0,2.1006
"MNC Investama Tbk.",BHIT,"Investment Company",31/03/2020," December",67.77,3390,146.2,3620,57680,29940,12620,982.06,876.68,-808.94,0,-48,214,186,58,26,409,0,-1.04,0.23,0.27,0.86,0,0.4706,0.2419,-0.2232,-0.3071,-0.2564,-0.0561,2.3728,0.1012,0.9055,1.09
"Graha Layar Prima Tbk.",BLTZ,"Advertising, Printing And Medi",31/03/2020," December",0.87394,2710,206.7,254.52,2970,1780,1190,-12.11,-26.08,-54.31,0,-249,1165,1361,-55,327,1361,0,-12.45,2.66,2.28,-55.93,0,0.2699,-0.1024,-0.2133,-0.3247,-0.1826,-0.0732,1.4929,0.3204,0.5625,0.5883
"Berkah Prima Perkasa Tbk.",BLUE,"Wholesale (Durable & Non-Durab",31/12/2019," December",0.418,209,384.6,100.09,81.99,7.11,74.88,-9.09,18.44,13.09,7.5,31,239,179,-22,22,179,0.015,16.13,2.09,2.79,-22.99,0.2419,0.4802,0.1842,0.1307,0.1698,0.1748,0.1596,0.095,1.4965,4.7329,8.0421
"Bintang Mitra Semestaraya Tbk",BMSR,"Wholesale (Durable & Non-Durab",31/03/2020," December",1.16,60.28,10.4,705.36,756.98,600.83,151.57,84.57,6.31,1.65,0,6,2434,131,292,73,135,0,8.67,0.02,0.4,0.18,0,0.0607,0.0089,0.0023,-0.0083,0.0434,0.0086,3.9639,0.1757,1.2985,1.3022
"Global Mediacom Tbk.",BMTR,"Investment Company",31/03/2020," December",15.33,2940,156.3,2910,30560,13400,10640,766.17,837.05,140.21,0,37,759,694,200,51,1119,0,5.19,0.25,0.28,0.96,0,0.4894,0.2875,0.0481,-0.0083,0.0527,0.0183,1.2595,0.1194,0.9168,1.4034
"Bakrie & Brothers Tbk",BNBR,"Investment Company",31/03/2020," December",20.86,1040,0.2,762.65,16170,14140,2010,43.93,12.23,-279.1,0,-54,146,97,8,6,97,0,-0.93,0.34,0.52,5.94,0,0.1974,0.016,-0.3659,-0.4172,-0.5544,-0.069,7.0246,0.0095,0.925,0.9853
"Bintang Oto Global Tbk.",BOGA,"Wholesale (Durable & Non-Durab",31/03/2020," December",3.8,5040,1286.4,168.07,605.92,178,427.83,-10.02,1.95,0.44039,0,0,177,112,-11,7,113,0,0,7.5,11.83,-125.78,0,0.0592,0.0115,0.0026,-0.0037,0.0041,0.0029,0.4161,0.1763,0.4465,1.1575
"Bali Bintang Sejahtera Tbk.",BOLA,"Others - Trade Services & Inve",31/03/2020," December",6,954,90.8,41.89,523.72,47.08,473.51,-13.23,3.02,6.99,0,5,28,79,-9,32,79,0,31.8,5.69,2.01,-18.03,0,0.9767,0.0722,0.1667,0.034,0.059,0.0533,0.0994,4.4984,9.9325,10.0182
"Bukit Uluwatu Villa Tbk.",BUVA,"Tourism, Restaurant And Hotel",31/03/2020," December",6.81,381.43,43.1,44.52,3690,1740,1730,259,-5.73,-33.98,0,-20,26,254,152,1,286,0,-2.8,2.14,0.22,0.37,0,0.598,-0.1286,-0.7632,-1.1584,-0.0785,-0.0368,1.0052,0.006,0.2659,0.2668
"Metro Healthcare Indonesia Tbk",CARE,Healthcare,31/03/2020," December",33.25,10710,312.6,54.5,3440,159.67,3270,32.49,51.61,-0.73538,0,0,7,98,4,30,99,0,0,49.11,3.29,82.38,0,0,0.9469,-0.0134,-0.1005,-0.0008,-0.0008,0.0488,19.5607,24.5772,24.7233
"Industri dan Perdagangan Bintr",CARS,"Wholesale (Durable & Non-Durab",31/03/2020," December",15,750,28.6,1540,7640,5770,1590,402.09,35.24,17.86,1,5,411,106,107,11,124,0.02,10,0.12,0.47,0.47,0.2,0.1408,0.0228,0.0115,0.0058,0.0448,0.0093,3.6262,0.0474,1.575,170.65
"Cashlez Worldwide Indonesia Tb",CASH,"Computer And Services",31/12/2019," December",1.43,749.7,150,16.61,53.49,22.95,30.54,-18.51,-14.71,-10.85,0,-8,12,21,-13,18,21,0,-65.63,45.14,25,-40.51,0,0.7255,-0.8859,-0.6535,-0.862,-0.3553,-0.2028,0.7515,1.2496,1.5456,1.7112
"Citra Putra Realty Tbk.",CLAY,"Tourism, Restaurant And Hotel",31/03/2020," December",2.57,5060,1970,32.32,649.75,467.36,181.74,-0.78134,-7.42,-11.23,0,-17,50,71,-1,3,71,0,-115.88,39.16,27.75,-1619.95,0,0.2945,-0.2295,-0.3473,-0.4568,-0.247,-0.0691,2.5716,0.1243,0.252,0.2615
"Colorpak Indonesia Tbk.",CLPI,"Wholesale (Durable & Non-Durab",31/03/2020," December",0.30634,223.63,365,208.5,712.01,230,481.99,15.12,16.62,11.1,55.09,145,2723,1573,197,267,1573,0.0755,5.03,0.27,0.46,3.7,0.3799,0.1327,0.0797,0.0532,0.0628,0.0921,0.0623,0.4772,0.3765,1.8216,2.4652
"Exploitasi Energi Indonesia Tb",CNKO,"Wholesale (Durable & Non-Durab",31/03/2020," December",8.96,447.82,3.3,161.61,1640,2260,-489.32,107.06,-65.14,-101.64,0,-45,72,-55,48,6,-69,0,-1.11,0.69,-0.91,1.05,0,0.1372,-0.403,-0.6289,-0.8623,0.8308,-0.2472,-4.6192,0.0301,0.518,0.5286
"Catur Sentosa Adiprana Tbk.",CSAP,"Retail Trade",31/03/2020," December",4.46,1520,171.6,2960,7090,5090,1840,54.77,60.14,21.6,4,19,2660,413,49,15,447,0.0118,17.89,0.13,0.82,6.92,0.2105,0.1681,0.0202,0.0072,-0.0085,0.0468,0.0121,2.7634,0.0171,0.5369,1.1082
"Cipta Selera Murni Tbk.",CSMI,"Tourism, Restaurant And Hotel",31/03/2020," December",0.81606,179.53,112.2,30.88,153.56,124.66,27.81,0.72366,-8.94,-10.09,0,-49,151,34,4,7,35,0,-4.49,1.45,6.47,62.02,0,0.5665,-0.2895,-0.3266,-0.3135,-1.4504,-0.2627,4.482,0.0684,0.1129,0.2726
"Duta Intidaya Tbk.",DAYA,"Retail Trade",31/03/2020," December",2.42,1590,365.7,300.47,749.39,591.35,158.04,9.7,3.02,-11.65,0,-19,497,65,16,17,65,0,-34.47,1.32,10.08,40.88,0,0.3432,0.01,-0.0387,-0.0431,-0.2947,-0.0621,3.7418,0.0931,0.2141,0.7416
"Dafam Property Indonesia Tbk.",DFAM,"Tourism, Restaurant And Hotel",31/03/2020," December",1.9,664.86,304.3,30,324.81,231.43,93.51,-3.79,4.31,-1.04,0,-2,63,49,-8,2,49,0,-175,5.54,7.14,-43.87,0,0.602,0.1435,-0.0346,-0.0219,-0.0444,-0.0128,2.475,0.0699,0.3243,1.494
"Arkadia Digital Media Tbk.",DIGI,"Computer And Services",31/03/2020," December",0.325,554.13,1705,10.12,41.19,3.21,37.96,-1.07,0.36505,0.02891,0,0,125,117,-13,3,117,0,0,13.68,14.57,-129.17,0,0.6636,0.036,0.0028,0.0011,0.003,0.0028,0.0846,0.8111,0,14.8936
"Distribusi Voucher Nusantara T",DIVA,"Retail Trade",31/03/2020," December",0.71429,1260,1770,860.72,1130,298.64,787.78,-116,5.53,7.32,0,41,4820,1103,-650,277,1165,0,43.17,0.37,1.6,-2.72,0,0.0247,0.0064,0.0084,0.0034,0.0371,0.0258,0.3791,0.7383,3.1271,3.7168
"Digital Mediatama Maxima Tbk.",DMMX,"Advertising, Printing And Medi",31/03/2020," December",7.69,1390,78.7,85.24,726.53,56.42,670.06,-91.19,5.08,8.81,0,5,44,87,-47,40,87,0,36.2,4.08,2.08,-3.82,0,0.1287,0.0595,0.1033,0.0264,0.0525,0.0485,0.0842,5.4581,10.7502,12.7165
"Indoritel Makmur Internasional",DNET,"Computer And Services",31/03/2020," December",14.18,46380,2872.5,85,15510,5930,9330,-106.6,-3.4,49.64,0,14,24,658,-30,2,676,0,233.57,136.41,4.97,-108.78,0,0,-0.0399,0.5839,-2.4961,0.0212,0.0127,0.6356,0.0861,0,13.4901
"Dua Putra Utama Makmur Tbk.",DPUM,"Wholesale (Durable & Non-Durab",31/12/2019," December",4.18,304.77,13.3,384.7,1820,748.05,1070,-134.16,-420.26,-334.84,0,-80,92,257,-32,0,257,0,-0.91,0.79,0.28,-2.27,0,-0.9978,-1.0924,-0.8704,-1.2526,-0.3121,-0.1838,0.6973,0.0066,2.4382,4.7918
"Jaya Bersama Indo Tbk.",DUCK,"Tourism, Restaurant And Hotel",31/03/2020," December",1.28,562.1,438,142.04,1360,425.21,919.12,53.69,41.34,30.67,0,96,443,716,167,419,727,0,4.56,0.99,0.61,2.62,0,0.8284,0.291,0.2159,0.2879,0.1334,0.0903,0.4626,1.349,2.8632,2.8888
"Dwi Guna Laksana Tbk.",DWGL,"Wholesale (Durable & Non-Durab",31/03/2020," December",8.71,2250,172,304.78,813.39,847.04,-33.64,-12.57,26.45,12.8,0,6,140,-4,-6,7,-4,0,43,1.84,-64.5,-44.68,0,0.1214,0.0867,0.042,0.0265,-1.5221,0.0629,-25.1784,0.1152,0.8211,0.8797
"Dyandra Media International Tb",DYAN,"Others - Trade Services & Inve",31/03/2020," December",4.27,217.92,14.6,123.25,1200,401.55,710.76,0.93715,-25.94,-23.98,2,-22,115,166,1,40,186,0.0392,-2.32,0.44,0.31,58.13,-0.0909,0.362,-0.2104,-0.1945,-0.2332,-0.1349,-0.08,0.565,0.4645,1.0415,1.0609
"Eastparc Hotel Tbk.",EAST,"Tourism, Restaurant And Hotel",31/03/2020," December",4.13,259.96,47.4,13.88,297.73,57.79,239.94,2.21,1.27,0.68714,0,1,13,58,2,1,58,0,63,4.68,1.09,29.39,0,0.5919,0.0911,0.0494,-0.0351,0.0114,0.0092,0.2409,0.1283,1.9542,1.974
"Electronic City Indonesia Tbk.",ECII,"Retail Trade",31/12/2019," December",1.33,934.03,17.3,1980,1850,465.33,1380,123.81,9.95,33.27,0,25,1483,1034,93,309,1034,0,28,0.47,0.68,7.54,0,0.1752,0.005,0.0168,0.0041,0.0241,0.018,0.3373,1.03,1.6256,2.0807
"Elang Mahkota Teknologi Tbk.",EMTK,"Advertising, Printing And Medi",31/03/2020," December",5.64,25390,625,2650,18540,6610,9780,42.15,-52.11,-157.47,0,-112,1875,1733,30,747,2114,0,-40.18,2.4,2.6,150.61,0,0.2868,-0.0196,-0.0595,-0.0169,-0.0644,-0.0339,0.6762,1.3715,2.8161,3.1981
"Envy Technologies Indonesia Tb",ENVY,"Computer And Services",31/12/2019," December",1.8,239.4,35.9,188.58,400.3,83.87,320.2,-168.25,9.03,8.05,0,4,105,178,-93,3,176,0,33.25,1.27,0.75,-1.42,0,0.2476,0.0478,0.0426,0.0623,0.0251,0.0201,0.2619,0.0781,3.4786,3.4933
"Enseval Putera Megatrading Tbk",EPMT,"Wholesale (Durable & Non-Durab",31/03/2020," December",2.71,5010,1294.3,5570,9610,3350,6260,8.94,211.86,175.84,90,260,8232,2310,13,368,2311,0.0486,7.12,0.22,0.8,140.11,0.3462,0.1156,0.038,0.0315,0.0347,0.1124,0.0731,0.5354,0.3077,1.7226,2.4449
"Erajaya Swasembada Tbk.",ERAA,"Retail Trade",31/03/2020," December",3.19,4400,138,7810,9940,4760,4940,350.09,184.09,102.7,50,129,9789,1547,439,68,1625,0.0362,10.7,0.14,0.89,3.14,0.3876,0.0997,0.0235,0.0131,0.0126,0.0832,0.0413,0.9644,0.049,0.5893,1.4356
"Esta Multi Usaha Tbk.",ESTA,"Tourism, Restaurant And Hotel",31/03/2020," December",0.63,61.74,81.7,2.33,77.62,20.74,56.89,0.52401,0.32883,-0.17921,0,-1,15,90,3,42,90,0,-98,6.62,1.09,29.46,0,0.479,0.1411,-0.0767,-0.2963,-0.0125,-0.0092,0.3645,3.8189,3.8448,3.858
"Fast Food Indonesia Tbk.",FAST,"Tourism, Restaurant And Hotel",31/03/2020," December",3.99,3670,2893.7,1520,3620,1940,1680,-37.81,-12.08,5.41,16,5,1522,422,-38,168,422,0.0174,184,0.6,2.18,-24.28,3.2,0.6146,-0.0079,0.0035,-0.0071,0.0128,0.0059,1.1504,0.7379,1.0931,1.4409
"MD Pictures Tbk.",FILM,"Trade, Services & Investment",31/03/2020," December",9.51,1700,179,29.36,1430,28.1,1390,36.54,-25.31,-9,0,-4,12,146,15,19,147,0,-44.75,14.5,1.23,11.65,0,-0.0426,-0.862,-0.3064,-0.3067,-0.0258,-0.0251,0.0202,7.5681,0,10.9947
"FKS Multi Agro Tbk.",FISH,"Wholesale (Durable & Non-Durab",31/03/2020," December",0.48,1340,2240,3628.8,5387.62,3760.26,1546.3,-222.88,120.82,133.28,150,1111.6,30240,3221.4,-1857.8,1664.6,3390.8,0.0536,2.16,0.08,0.74,-1.29,0.1155,0.0603,0.0333,0.0367,0.0442,0.3448,0.0989,2.4318,0.2595,0.7317,1.2514
"Hotel Fitra International Tbk.",FITT,"Tourism, Restaurant And Hotel",31/03/2020," December",0.6,40.2,65.7,1.85,65.01,29.18,35.83,1.76,-1.38,-1.94,0,-13,12,60,12,4,60,0,-5.15,5.45,1.12,5.7,0,0.2171,-0.7481,-1.0509,-1.4166,-0.2165,-0.1193,0.8145,0.3662,0.4227,0.433
"Fortune Indonesia Tbk",FORU,"Advertising, Printing And Medi",31/03/2020," December",0.46522,34.89,57.7,13.99,82.95,21.14,61.81,-1.98,-2.92,-1.74,0,-15,120,133,-17,82,133,0,-5,0.62,0.56,-4.42,0,0.2974,-0.2085,-0.1246,-0.1422,-0.1128,-0.084,0.3419,1.9476,3.445,3.7023
"Gema Grahasarana Tbk.",GEMA,"Others - Trade Services & Inve",31/03/2020," December",1.6,595.2,826.7,259.76,919.87,508.07,386.62,-28.2,16.93,1.39,5,3,649,242,-70,48,257,0.0134,124,0.57,1.54,-5.28,1.6667,0.2715,0.0651,0.0053,-0.0175,0.0143,0.006,1.3141,0.1907,0.9846,1.2646
"Global Teleshop Tbk.",GLOB,"Retail Trade",30/09/2019," December",1.11,185.56,14.5,192.75,33.54,773.95,-740.41,-1.52,-3.68,-35.1,0,-42,231,-666,-2,1,-666,0,-3.98,0.72,-0.25,-91.57,0,0.0492,-0.019,-0.182,-0.3522,0.0632,-1.3952,-1.0453,0.002,0.0515,0.0646
"Galva Technologies Tbk.",GLVA,"Computer And Services",31/03/2020," December",1.5,489,144.2,610.49,1040,863.7,175.51,351.39,26.04,9.97,0,27,1628,117,937,39,117,0,12.07,0.2,2.79,0.35,0,0.114,0.0426,0.0163,-0.0011,0.2272,0.0383,4.921,0.0684,0.4797,1.1645
"Evergreen Invesco Tbk.",GREN,"Wholesale (Durable & Non-Durab",30/09/2016," December",4.69,1540,312.4,105.54,488.44,21.77,466.15,50.15,19.4,0.54959,0,0,30,99,14,0,99,0,0,10.94,3.31,23.03,0,0.248,0.1837,0.0052,-0.0222,0.0015,0.0015,0.0467,0.0283,0,11.7193
"Himalaya Energi Perkasa Tbk.",HADE,"Wholesale (Durable & Non-Durab",31/03/2020," December",2.12,106,131.6,0.93385,17.59,2.26,9.79,0.32211,-0.29762,-0.28049,0,-1,2,5,1,1,7,0,-50,28.38,10,82.27,0,0.1249,-0.319,-0.2997,-0.3018,-0.1144,-0.0636,0.2305,1.9737,0,5.8556
"Hensel Davest Indonesia Tbk.",HDIT,"Wholesale (Durable & Non-Durab",31/03/2020," December",1.52,667.81,83.4,2310,411.84,54.72,357.12,20.81,4.46,4.53,0,12,6058,234,55,69,234,0,36.5,0.07,1.87,8.02,0,0.004,0.0019,0.0019,0.0018,0.0506,0.0439,0.1532,1.9558,3.9168,6.0135
"Medikaloka Hermina Tbk.",HEAL,Healthcare,31/03/2020," December",2.97,8860,2980,983.89,5210,2330,2230,364.98,160.01,71.84,12,97,1324,750,491,251,969,0.004,30.72,2.25,3.97,6.07,0.1237,0.4475,0.1626,0.073,0.0826,0.1288,0.0551,1.0455,0.6723,1.4542,1.5244
"Hero Supermarket Tbk.",HERO,"Retail Trade",31/03/2020," December",4.18,3680,1836.8,2600,6640,3160,3480,13.12,-71.89,-43.56,0,-42,2486,831,13,23,831,0,-20.95,0.35,1.06,70.16,0,0.2702,-0.0276,-0.0167,-0.0252,-0.05,-0.0262,0.9095,0.0382,0.2375,0.9835
"Hexindo Adiperkasa Tbk.",HEXA,"Wholesale (Durable & Non-Durab",31/03/2020," March",0.84,3070,223.5,5942.02,3724.28,1227.8,2496.62,636.68,829.78,538.16,501.2,679,7074.2,2972.2,760.2,246.4,2972.2,0.139,4.87,0.44,1.05,4.11,1.3737,0.2542,0.1396,0.0905,0.1177,0.2155,0.1444,0.4918,0.1902,1.1397,2.8902
"HK Metals Utama Tbk.",HKMU,"Wholesale (Durable & Non-Durab",31/03/2020," December",3.22,270.63,84,315.57,1880,1160,715.29,3.53,37.56,10.45,0,13,392,222,4,5,226,0,6.46,0.21,0.38,19.19,0,0.1524,0.119,0.0331,-0.0243,0.0584,0.0221,1.6155,0.0208,0.9506,1.7527
"Hotel Mandarine Regency Tbk.",HOME,"Tourism, Restaurant And Hotel",30/09/2019," December",22.21,1110,53.1,20.06,2480,327.83,2150,-16.6,-13.97,-24.33,0,-1,1,97,-1,1,97,0,-50,41.52,0.52,-50.17,0,-0.1573,-0.6964,-1.213,-1.7598,-0.015,-0.013,0.1523,0.0837,0,6.8659
"Saraswati Griya Lestari Tbk.",HOTL,"Tourism, Restaurant And Hotel",31/03/2020," December",3.55,177.5,27,30.04,1410,1040,364.75,18.26,-2.02,-3.93,0,-4,34,103,21,2,104,0,-12.5,1.48,0.49,2.43,0,0.4319,-0.0672,-0.1307,-0.1824,-0.043,-0.0111,2.8538,0.0292,0.4753,0.4821
"Menteng Heritage Realty Tbk.",HRME,"Tourism, Restaurant And Hotel",31/03/2020," December",5.96,470.74,75.2,20,932.36,228.07,704.29,0.99465,-2.75,-6.38,0,-4,13,118,1,2,118,0,-19.75,5.88,0.67,118.32,0,0.5317,-0.1375,-0.319,-0.6559,-0.0362,-0.0273,0.3238,0.3406,1.8534,1.8828
"Island Concepts Indonesia Tbk.",ICON,"Tourism, Restaurant And Hotel",31/03/2020," December",1.09,62.12,109.4,35.11,361.06,118.02,174.79,5.83,35.11,2.77,0,10,129,160,21,15,223,0,5.7,0.44,0.36,2.66,0,0,1,0.0789,0.0533,0.0634,0.0306,0.6752,0.1489,1.5567,2.8896
"Intikeramik Alamasri Industri",IKAI,"Tourism, Restaurant And Hotel",31/03/2020," December",13.31,665.29,14.3,18.7,1330,440.43,876.44,-21.02,-18.29,-26.65,0,-8,6,66,-6,2,67,0,-6.25,8.89,0.76,-7.91,0,0.781,-0.9783,-1.4252,-1.8223,-0.1216,-0.0803,0.5025,0.2244,0.2715,0.5883
"Tanah Laut Tbk",INDX,"Others - Agriculture",31/03/2020," December",0.43791,21.9,4,1.2,61.73,6.62,55.11,0.29153,0.25353,0.47758,0,4,11,126,3,15,126,0,12.5,4.56,0.4,18.78,0,0.5439,0.2116,0.3983,0.398,0.0346,0.0309,0.12,1.0538,0,3.6672
"Indah Prakasa Sentosa Tbk.",INPS,"Wholesale (Durable & Non-Durab",31/03/2020," December",0.65,1120,623.2,70.82,472.38,334.83,136.43,21.22,3.76,-3.39,0,-21,436,210,131,3,212,0,-81.9,3.95,8.19,13.17,0,0.2127,0.053,-0.0479,-0.1504,-0.0995,-0.0287,2.4543,0.0101,0.2812,0.313
"Intraco Penta Tbk.",INTA,"Wholesale (Durable & Non-Durab",31/03/2020," December",3.34,922.93,194.6,313.59,4100,4360,-319.13,-1.8,-15.65,-22.65,0,-27,376,-95,-2,18,-80,0,-10.22,0.73,-2.91,-127.74,0,0.1789,-0.0499,-0.0722,-0.1909,0.2839,-0.0221,-13.6696,0.066,1.1493,1.7226
"Inter Delta Tbk",INTD,"Wholesale (Durable & Non-Durab",31/03/2020," December",0.59183,87.59,45.6,17.06,48.3,6.49,41.81,0.15914,-0.27677,0.35566,0,2,115,71,1,13,71,0,74,1.28,2.08,137.6,0,0.1793,-0.0162,0.0208,0.0258,0.034,0.0294,0.1553,5.2985,13.92,28.2759
"MNC Vision Networks Tbk.",IPTV,"Advertising, Printing And Medi",31/03/2020," December",38.31,13790,150,842.66,10220,4350,5670,174.73,101.55,30.15,0,3,91,148,19,2,158,0,120,3.96,2.43,19.07,0,0.1977,0.1205,0.0357,-0.0474,0.0212,0.0118,0.7672,0.0346,0.6561,0.8088
"Itama Ranoraya Tbk.",IRRA,"Wholesale (Durable & Non-Durab",31/03/2020," December",1.6,928,155.1,26.71,300.12,71.98,228.14,-29.69,1.4,2.22,6,6,67,143,-74,68,143,0.0103,96.67,8.68,4.06,-7.82,1,0.2096,0.0524,0.0829,0.0979,0.0388,0.0295,0.3155,1.5306,3.54,3.9584
"Sumber Energi Andalan Tbk.",ITMA,"Others - Trade Services & Inve",31/12/2019," March",0.8707,356.99,118,0.084,2031.54,4.13742,2027.34,-1.60384,-1.8732,126,0,193.2,0,2328.2,-2.8,2.8,2328.2,0,182.14,2949.43,0.18,-163.86,0,0,-22.4096,-667.729,1497.78,0.0828,0.0826,0.002,0.4338,0,1.0114
"Graha Andrasentra Propertindo",JGLE,"Tourism, Restaurant And Hotel",30/09/2019," December",22.58,1130,35.7,187.55,3430,1250,2190,-5.47,10.8,-86.08,0,-5,11,97,0,0,97,0,-10,4.52,0.52,-154.94,0,0.5419,0.0575,-0.4589,-0.6606,-0.0524,-0.0334,0.5706,0.0176,2.7312,3.0964
"Jakarta International Hotels &",JIHD,"Tourism, Restaurant And Hotel",31/03/2020," December",2.33,1260,306.3,341.31,6870,1880,3620,38.11,-28.47,-16.81,0,-29,586,1556,65,129,2143,0,-18.62,0.92,0.35,8.25,0,0.7281,-0.0834,-0.0492,-0.0427,-0.0185,-0.0097,0.5189,0.3304,0.7133,0.7567
"Jakarta Setiabudi Internasiona",JSPT,"Tourism, Restaurant And Hotel",31/03/2020," December",2.32,2310,214.3,233,5570,2460,2290,9.86,-12.52,-110.84,19,-191,402,987,17,276,1341,0.0191,-5.21,2.48,1.01,58.47,-0.0995,0.6072,-0.0537,-0.4756,-0.5365,-0.1936,-0.0795,1.0756,0.7873,1.0209,1.6769
"Jasuindo Tiga Perkasa Tbk.",JTPE,"Advertising, Printing And Medi",31/03/2020," December",1.71,1330,1722.2,193.15,1170,397.23,718.36,-51.2,15.17,10.24,45,24,451,419,-120,22,453,0.0581,32.29,1.72,1.85,-6.48,1.875,0.2201,0.0785,0.053,0.0524,0.057,0.0349,0.553,0.1027,0.9631,1.6962
"Darmi Bersaudara Tbk.",KAYU,"Wholesale (Durable & Non-Durab",31/03/2020," December",0.665,33.25,33.3,24.32,109.23,30.03,79.2,-2.52,0.22622,1.1,0,7,146,119,-15,2,119,0,7.14,0.34,0.42,-3.3,0,0.0819,0.0092,0.0452,0.0334,0.0555,0.0402,0.3791,0.0386,1.4556,3.5968
"First Media Tbk.",KBLV,"Advertising, Printing And Medi",31/03/2020," December",1.74,574.92,87.8,48.28,7440,6850,1600,-203.26,-14.87,-300.77,0,-691,111,916,-467,36,337,0,-0.48,2.98,0.36,-0.71,0,0.3805,-0.308,-6.2293,-6.4444,-0.7538,-0.1616,4.2953,0.0139,0.0791,0.0813
"Kioson Komersial Indonesia Tbk",KIOS,"Retail Trade",31/03/2020," December",0.71724,134.84,62.7,590.44,252.95,150.65,101.92,12.15,2.26,-2.09,0,-12,3293,142,68,22,143,0,-15.67,0.06,1.32,2.77,0,0.0117,0.0038,-0.0035,-0.0131,-0.0821,-0.033,1.4781,0.1068,0.8143,1.5422
"Kobexindo Tractors Tbk.",KOBX,"Wholesale (Durable & Non-Durab",31/03/2020," December",2.27,209.07,23,182.14,1606.78,1200.64,402.08,-72.52,4.40454,-25.62,0,-44.8,320.6,176.4,-127.4,5.6,179.2,0,-1.75,0.25,0.44,-0.62,0,0.1859,-0.0241,-0.1407,-0.2077,-0.255,-0.0638,2.9859,0.0111,0.332,1.0533
"Kokoh Inti Arebama Tbk",KOIN,"Retail Trade",31/03/2020," December",0.98084,98.08,67.6,332.37,573,487.11,85.89,13.81,-0.21968,-0.13719,0,-1,1355,88,56,25,88,0,-100,0.07,1.14,1.78,0,0.1321,-0.0006,-0.0004,-0.0015,-0.0063,-0.0009,5.6713,0.0525,0.7634,1.0721
"Perdana Bangun Pusaka Tbk",KONI,"Wholesale (Durable & Non-Durab",31/03/2020," December",0.152,76,105.3,29.42,110.91,108.8,2.11,1.89,0.08177,-14.31,0,-377,774,14,50,92,14,0,-1.33,0.65,35.71,10.05,0,0.2185,0.0027,-0.4863,-0.9749,-27.1646,-0.516,51.6464,0.1497,0.3256,0.7544
"MNC Land Tbk.",KPIG,"Tourism, Restaurant And Hotel",31/03/2020," December",80.63,8870,236.7,222.67,28880,5850,22720,-23.46,18.87,-37.54,0,-2,11,282,-1,3,286,0,-55,9.96,0.39,-94.51,0,0.329,0.0847,-0.1686,-0.4273,-0.0066,-0.0051,0.2574,0.1201,1.9207,2.6775
"Kresna Graha Investama Tbk.",KREN,"Investment Company",31/03/2020," December",18.21,2480,283,3000,4170,1090,1380,33.13,29.02,10.66,0,2,659,76,7,24,169,0,68,0.21,1.79,18.69,0,0.0397,0.0096,0.0035,-0.0005,0.0309,0.0102,0.7867,0.4647,2.9374,3.3532
"Link Net Tbk.",LINK,"Advertising, Printing And Medi",31/03/2020," December",2.86,5760,125.6,959,6910,2360,4550,368.82,307.24,197.7,178.8,276,1340,1589,515,68,1589,0.089,7.28,1.5,1.26,3.9,0.6478,0.7802,0.3203,0.2061,0.2267,0.1738,0.1144,0.5195,0.1161,0,0.5541
"Limas Indonesia Makmur Tbk",LMAS,"Computer And Services",31/03/2020," December",0.78785,39.39,15.7,35.94,378.91,270.63,56.6,-7.9,8.48,-8.1,0,-41,182,72,-40,4,137,0,-1.22,0.27,0.69,-1.25,0,0.3249,0.236,-0.2254,-0.3047,-0.5726,-0.0855,4.7818,0.0179,1.4144,1.8625
"Star Pacific Tbk",LPLI,"Advertising, Printing And Medi",31/03/2020," December",1.17,88.95,2.3,0,883.46,204.58,675.59,-11.31,-3.9,-4.07,0,-14,0,577,-39,23,580,0,-5.43,0,0.13,-1.97,0,0,0,0,0,-0.024,-0.0184,0.3028,0.2071,0,3.9439
"Matahari Department Store Tbk.",LPPF,"Retail Trade",31/03/2020," December",2.8,3940,31.8,1550,9220,7900,1320,-923.94,-29.62,-93.95,333.197,-134,2209,469,-1318,520,469,0.2372,-10.49,0.64,3,-1.07,-2.4865,0.5924,-0.0191,-0.0606,-0.1009,-0.2856,-0.0407,6.0041,0.3381,0.4532,0.8756
"Lautan Luas Tbk.",LTLS,"Wholesale (Durable & Non-Durab",31/03/2020," December",1.56,683.28,154.8,1550,6560,4320,1990,-177.46,119,-119.17,35,-306,3985,1274,-455,262,1434,0.0799,-1.43,0.11,0.34,-0.96,-0.1144,0.2131,0.0765,-0.0766,-0.1053,-0.2397,-0.0727,2.1723,0.1141,0.4716,0.8007
"Sentral Mitra Informatika Tbk.",LUCK,"Computer And Services",31/03/2020," December",0.71575,224.75,314,40.55,174.73,36.97,137.71,-1.94,4.08,4.34,5,24,227,192,-11,25,192,0.0159,13.08,1.39,1.64,-29.02,0.2083,0.2725,0.1005,0.1069,0.1347,0.1259,0.0992,0.2685,0.6326,2.4644,3.2988
