Company_Name,Code_Name,Subsector,MR_Quarter,Fin_Yr_End,Iss_Share,Mar_Cap,St_Ind,Sales,Assets,Liability,Equity,Cash_Flow,Op_Profit,Net_Profit,DPS,EPS,RPS,BVPS,CFPS,CEPS,NAVS,Div_Yield,PER,PSR,PBVR,PCFR,DPR,GPM,OPM,NPM,EBITM,ROE,ROA,DER,CR,QR,CRR
"Lippo Karawaci Tbk.",LPKR,"Property And Real Estate",31/03/2020," December",70.9,10990,50,3070,61830,29960,26370,488.78,260.38,-2120,0,-119,173,372,28,76,450,0,-1.3,0.9,0.42,5.62,0,0.4221,0.0849,-0.6899,-0.7716,-0.3208,-0.1368,1.1361,0.5278,0.8561,3.8613
"Marga Abhinaya Abadi Tbk.",MABA,"Property And Real Estate",31/12/2019," December",15.37,768.26,105.4,45.45,2230,1940,279.71,-192.68,-39.67,-261.6,0,-17,3,18,-13,0,18,0,-2.94,16.9,2.78,-3.99,0,0.4572,-0.8729,-5.7558,-11.2083,-0.9352,-0.1175,6.9408,0.0039,0.2618,1.3593
"Modernland Realty Tbk.",MDLN,"Property And Real Estate",31/03/2020," December",12.53,689.32,16.3,111.83,17000,9950,7050,-188.15,-52.42,-159.1,0,-51,36,563,-60,14,563,0,-1.08,1.54,0.1,-0.92,0,0.5604,-0.4687,-1.4227,-2.4893,-0.0902,-0.0374,1.4101,0.083,1.0217,1.6252
"Metropolitan Kentjana Tbk.",MKPI,"Property And Real Estate",31/03/2020," December",0.94819,14980,752.4,432.53,7530,1820,5710,201.47,209.16,207.45,369,875,1825,6023,850,874,6023,0.0234,18.06,8.66,2.62,18.59,0.4217,0,0.4835,0.4796,0.4826,0.1452,0.1102,0.3179,0.8409,1.1748,1.1851
"Mega Manunggal Property Tbk.",MMLP,"Property And Real Estate",31/03/2020," December",6.89,1250,31.1,95.3,7010,1300,4140,54.48,71.59,25.22,0,15,55,601,32,28,829,0,12.13,3.29,0.3,5.75,0,0.9292,0.7511,0.2646,0.0796,0.0243,0.0143,0.3126,0.3318,0,0.9266
"Maha Properti Indonesia Tbk.",MPRO,"Property And Real Estate",31/03/2020," December",9.94,8300,835,39.06,1790,421.97,982.65,-54.78,13.58,7.8,0,3,16,99,-22,1,137,0,278.33,53.14,8.43,-37.89,0,0.6401,0.3477,0.1997,0.0794,0.0317,0.0174,0.4294,0.0122,0,0.3484
"Metropolitan Land Tbk.",MTLA,"Property And Real Estate",31/03/2020," December",7.66,3050,167.3,261.68,5870,1960,3630,9.22,70.8,59.89,9.4,31,137,474,5,55,511,0.0236,12.84,2.91,0.84,82.6,0.3032,0.5493,0.2705,0.2288,0.2271,0.0659,0.0407,0.5402,0.3839,0.8065,3.0042
"Mitra Pemuda Tbk.",MTRA,"Building Construction",30/09/2019," December",0.77,187.88,131.9,264.51,394.23,206.3,116.45,-4.2,18.69,3.64,0,6,458,151,-7,23,244,0,40.67,0.53,1.62,-33.52,0,0.1477,0.0706,0.0137,-0.0241,0.0416,0.0123,1.7715,0.0849,1.2052,1.5806
"Metro Realty Tbk.",MTSM,"Property And Real Estate",31/03/2020," December",0.23285,47.97,52.8,7.21,74.74,20.88,53.86,3.92,-0.12468,-0.68935,0,-12,124,231,67,16,231,0,-17.17,1.66,0.89,3.06,0,0.1638,-0.0173,-0.0955,-0.0148,-0.0511,-0.0368,0.3877,0.3481,0.4914,1.5833
"Hanson International Tbk.",MYRX,"Property And Real Estate",30/09/2019," December",86.7,4340,6.8,923.01,12900,4400,7060,131.1,379.8,77.35,0,1,14,81,2,3,98,0,50,3.52,0.62,24.8,0,0.4872,0.4114,0.0838,-0.207,0.0146,0.0079,0.6237,0.0616,0.1499,0.3322
"City Retail Developments Tbk.",NIRO,"Property And Real Estate",31/03/2020," December",22.2,3110,133.3,137.71,8470,1860,2400,34.12,66.88,56.39,0,10,25,108,6,111,298,0,14,5.64,1.3,22.77,0,0,0.4856,0.4094,0.1588,0.0941,0.0266,0.7774,5.6433,7.0387,7.1432
"Nusa Raya Cipta Tbk.",NRCA,"Building Construction",31/03/2020," December",2.5,933.6,44,653.36,2440,1200,1250,-5.26,40.1,28.05,30,45,1047,500,-8,287,500,0.0802,8.31,0.36,0.75,-44.4,0.6667,0.1026,0.0613,0.0429,0.0694,0.0898,0.0459,0.9575,0.6528,1.9884,1.9891
"Nusantara Almazia Tbk.",NZIA,"Property And Real Estate",31/03/2020," December",2.2,483.46,100,18.22,684.2,172.67,497.36,3.97,4.18,3.49,1,6,33,226,7,23,233,0.0045,36.67,6.64,0.97,30.47,0.1667,0.3712,0.2296,0.1918,0.1449,0.0281,0.0204,0.3472,0.7689,1.1627,4.511
"Indonesia Prima Property Tbk",OMRE,"Property And Real Estate",31/03/2020," December",1.75,551.42,15.1,26.67,4270,512.55,3740,-29.47,-27.81,-14.3,0,-33,61,2142,-68,7,2153,0,-9.58,5.17,0.15,-4.68,0,0.2562,-1.0425,-0.536,-0.8432,-0.0152,-0.0133,0.1371,0.0724,1.6686,1.7332
"Bima Sakti Pertiwi Tbk.",PAMG,"Property And Real Estate",31/03/2020," December",3.13,262.5,84,17.87,585.88,139.76,446.11,0.96869,7.6,4.48,0,6,23,143,1,0,143,0,14,3.67,0.59,67.75,0,0.6508,0.4255,0.2508,0.0445,0.0401,0.0306,0.3133,0.0193,1.7661,1.7885
"Paramita Bangun Sarana Tbk.",PBSA,"Building Construction",31/03/2020," December",1.5,1030,57.5,164.35,734.41,189.09,545.09,52.71,10.67,6.65,13,18,438,363,141,68,364,0.0188,38.33,1.57,1.9,4.91,0.7222,0.1343,0.0649,0.0404,0.0588,0.0487,0.0361,0.3469,0.5913,2.9376,3.1375
