Date,Open,High,Low,Close,Adj Close,Volume
2015-07-27,292.000000,292.000000,292.000000,292.000000,201.638031,0
2015-07-28,292.000000,292.000000,292.000000,292.000000,201.638031,0
2015-07-29,292.000000,292.000000,292.000000,292.000000,201.638031,0
2015-07-30,292.000000,292.000000,292.000000,292.000000,201.638031,0
2015-07-31,330.000000,330.000000,330.000000,330.000000,227.878586,100
2015-08-03,330.000000,330.000000,330.000000,330.000000,227.878586,0
2015-08-04,330.000000,330.000000,330.000000,330.000000,227.878586,0
2015-08-05,330.000000,330.000000,330.000000,330.000000,227.878586,0
2015-08-06,320.000000,320.000000,320.000000,320.000000,220.973190,1000
2015-08-07,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-10,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-11,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-12,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-13,320.000000,320.000000,320.000000,320.000000,220.973190,100
2015-08-14,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-18,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-19,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-20,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-21,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-24,320.000000,320.000000,320.000000,320.000000,220.973190,0
2015-08-25,344.000000,344.000000,344.000000,344.000000,237.546204,100
2015-08-26,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-08-27,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-08-28,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-08-31,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-01,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-02,325.000000,325.000000,325.000000,325.000000,224.425888,100
2015-09-03,344.000000,344.000000,344.000000,344.000000,237.546204,100
2015-09-04,344.000000,344.000000,344.000000,344.000000,237.546204,100
2015-09-07,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-08,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-09,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-10,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-11,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-14,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-15,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-16,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-17,344.000000,344.000000,344.000000,344.000000,237.546204,100
2015-09-18,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-21,344.000000,344.000000,344.000000,344.000000,237.546204,0
2015-09-22,310.000000,310.000000,310.000000,310.000000,214.067795,100
2015-09-23,330.000000,330.000000,330.000000,330.000000,227.878586,100
2015-09-25,310.000000,310.000000,310.000000,310.000000,214.067795,100
2015-09-28,290.000000,290.000000,290.000000,290.000000,200.256958,100
2015-09-29,290.000000,290.000000,290.000000,290.000000,200.256958,0
2015-09-30,273.000000,273.000000,263.000000,263.000000,181.612350,13800
2015-10-01,263.000000,263.000000,263.000000,263.000000,181.612350,0
2015-10-02,263.000000,263.000000,263.000000,263.000000,181.612350,0
2015-10-05,263.000000,263.000000,263.000000,263.000000,181.612350,0
2015-10-06,263.000000,263.000000,263.000000,263.000000,181.612350,0
2015-10-07,255.000000,255.000000,255.000000,255.000000,176.087997,100
2015-10-08,255.000000,255.000000,255.000000,255.000000,176.087997,0
2015-10-09,318.000000,318.000000,270.000000,270.000000,186.446136,5200
2015-10-12,270.000000,270.000000,270.000000,270.000000,186.446136,0
2015-10-13,270.000000,270.000000,270.000000,270.000000,186.446136,5000
2015-10-15,260.000000,260.000000,260.000000,260.000000,179.540710,100
2015-10-16,260.000000,260.000000,260.000000,260.000000,179.540710,100
2015-10-19,260.000000,260.000000,260.000000,260.000000,179.540710,0
2015-10-20,260.000000,260.000000,260.000000,260.000000,179.540710,0
2015-10-21,245.000000,245.000000,245.000000,245.000000,169.182617,100
2015-10-22,260.000000,260.000000,260.000000,260.000000,179.540710,10000
