Date,Open,High,Low,Close,Adj Close,Volume
2015-07-27,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,1000
2015-07-28,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,0
2015-07-29,2905.000000,2905.000000,2900.000000,2900.000000,2650.196289,15800
2015-07-30,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,214700
2015-07-31,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,0
2015-08-03,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,0
2015-08-04,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,0
2015-08-05,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,0
2015-08-06,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,0
2015-08-07,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,0
2015-08-10,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,0
2015-08-11,2900.000000,2900.000000,2900.000000,2900.000000,2650.196289,0
2015-08-12,2700.000000,2700.000000,2700.000000,2700.000000,2467.424072,74500
2015-08-13,2700.000000,2700.000000,2700.000000,2700.000000,2467.424072,330000
2015-08-14,2700.000000,2700.000000,2700.000000,2700.000000,2467.424072,0
2015-08-18,2700.000000,2700.000000,2700.000000,2700.000000,2467.424072,0
2015-08-19,2650.000000,2650.000000,2650.000000,2650.000000,2421.730957,700000
2015-08-20,2650.000000,2650.000000,2650.000000,2650.000000,2421.730957,0
2015-08-21,2550.000000,2550.000000,2550.000000,2550.000000,2330.344971,100
2015-08-24,2550.000000,2550.000000,2550.000000,2550.000000,2330.344971,200
2015-08-25,2450.000000,2450.000000,2450.000000,2450.000000,2238.958740,500
2015-08-26,2450.000000,2450.000000,2450.000000,2450.000000,2238.958740,250000
2015-08-27,2345.000000,2345.000000,2345.000000,2345.000000,2143.003418,250000
2015-08-28,2345.000000,2345.000000,2345.000000,2345.000000,2143.003418,0
2015-08-31,2345.000000,2345.000000,2345.000000,2345.000000,2143.003418,312000
2015-09-01,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,688000
2015-09-02,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-03,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-04,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-07,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-08,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-09,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-10,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,400
2015-09-11,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-14,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-15,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-16,2350.000000,2350.000000,2350.000000,2350.000000,2147.572754,0
2015-09-17,2250.000000,2250.000000,2250.000000,2250.000000,2056.186768,3000
2015-09-18,2250.000000,2250.000000,2250.000000,2250.000000,2056.186768,600000
2015-09-21,2250.000000,2250.000000,2250.000000,2250.000000,2056.186768,647000
2015-09-22,2200.000000,2200.000000,2200.000000,2200.000000,2010.493652,3000
2015-09-23,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,5500
2015-09-25,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,1470400
2015-09-28,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,0
2015-09-29,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,0
2015-09-30,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,0
2015-10-01,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,0
2015-10-02,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,0
2015-10-05,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,0
2015-10-06,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,5000
2015-10-07,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,0
2015-10-08,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,0
2015-10-09,2100.000000,2100.000000,2100.000000,2100.000000,1919.107666,5000
2015-10-12,2100.000000,2100.000000,1900.000000,1900.000000,1736.335449,200
2015-10-13,1900.000000,1900.000000,1900.000000,1900.000000,1736.335449,0
2015-10-15,1900.000000,1900.000000,1900.000000,1900.000000,1736.335449,0
2015-10-16,2050.000000,2050.000000,2050.000000,2050.000000,1873.414673,300
2015-10-19,2050.000000,2050.000000,2050.000000,2050.000000,1873.414673,0
2015-10-20,2050.000000,2050.000000,2050.000000,2050.000000,1873.414673,0
2015-10-21,2050.000000,2050.000000,2050.000000,2050.000000,1873.414673,0
2015-10-22,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,100
2015-10-23,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-10-26,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-10-27,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-10-28,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-10-29,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-10-30,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-02,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-03,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-04,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-05,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-06,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-09,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-10,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-11,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-12,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-13,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-16,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-17,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-18,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-19,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-20,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-23,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-24,2055.000000,2055.000000,2055.000000,2055.000000,1877.983765,0
2015-11-25,2550.000000,2550.000000,2550.000000,2550.000000,2330.344971,500
2015-11-26,2800.000000,2800.000000,2800.000000,2800.000000,2558.810059,500
2015-11-27,3000.000000,3000.000000,3000.000000,3000.000000,2741.582275,1000
2015-11-30,3000.000000,3000.000000,3000.000000,3000.000000,2741.582275,0
2015-12-01,3000.000000,3000.000000,3000.000000,3000.000000,2741.582275,0
